claim_id,rank,language,file_path,section,claim_type,current_text,suggested_source,status,notes
G00568,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Chudan hiki uke (Middle level pulling block),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00569,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Tora guchi (Tiger mouth block),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00570,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Sanbon uke (Triple block),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00571,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Tachi Kata (Stances),grading-technique,Neko ashi dachi (Cat stance),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00572,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Unsoku Ho (Foot Work),grading-technique,Heiko dachi twist 90 degrees back,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00573,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Unsoku Ho (Foot Work),grading-technique,"Neko ashi dachi suri ashi (Forward, backward, sideways)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00574,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Jodan oi zuki, chudan gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00575,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Mae geri, gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00576,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Mawashi geri, gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00577,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Jodan age uke, gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00578,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Chudan yoko uke, gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00579,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Ido (Moving Basics),grading-technique,"Gedan harai uke, gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00580,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Ido (Moving Basics),grading-technique,Shiko dachi gedan harai uke,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00581,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Ido (Moving Basics),grading-technique,One men sandan gi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00582,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Kata,grading-technique,Gekisai Dai Ichi (Detail),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00583,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Kata,grading-technique,Gekisai Dai Ni (Sequence),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00584,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Kumite,grading-technique,"Kihon ippon kumite (Jodan, chudan, gedan)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00585,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Kumite,grading-technique,Sonoba sandan gi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00586,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,"Makiwara - Hiza geri, jodan age zuki, chudan ura zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00587,8th-kyu,base,src/data/graduations/8th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,Ukemi (Mae & ushiro),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00588,8th-kyu,base,src/data/graduations/8th-kyu.json,knowledge,terminology-knowledge,International Okinawan Goju-Ryu Karate-Do Federation (IOGKF),Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00589,8th-kyu,base,src/data/graduations/8th-kyu.json,knowledge,terminology-knowledge,Kenkon/tenchi,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00590,8th-kyu,base,src/data/graduations/8th-kyu.json,knowledge,terminology-knowledge,Mon,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00591,8th-kyu,base,src/data/graduations/8th-kyu.json,knowledge,terminology-knowledge,Count to 10 in Japanese,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00592,8th-kyu,base,src/data/graduations/8th-kyu.json,knowledge,terminology-knowledge,Shitsurei shimasu = Excuse me / Sorry,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00593,8th-kyu,base,src/data/graduations/8th-kyu.json,knowledge,terminology-knowledge,Moichido = One more time,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00594,8th-kyu,base,src/data/graduations/8th-kyu.json,knowledge,terminology-knowledge,Karate-ka,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00595,8th-kyu,base,src/data/graduations/8th-kyu.json,knowledge,terminology-knowledge,"Kata = Form, pattern",Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00596,8th-kyu,base,src/data/graduations/8th-kyu.json,knowledge,terminology-knowledge,Kihon = Basic techniques,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00597,8th-kyu,base,src/data/graduations/8th-kyu.json,knowledge,terminology-knowledge,Kiai = Spirit shout,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00598,8th-kyu,base,src/data/graduations/8th-kyu.json,knowledge,terminology-knowledge,Zuki / tsuki,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00599,8th-kyu,base,src/data/graduations/8th-kyu.json,knowledge,terminology-knowledge,Uchi = Inward,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00600,8th-kyu,base,src/data/graduations/8th-kyu.json,knowledge,terminology-knowledge,Geri / keri,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00601,8th-kyu,base,src/data/graduations/8th-kyu.json,history,history,Sensei Chojun Miyagi (1888 - 1953) - founder of Goju-Ryu.,Compare with history sources and lineage-specific source material.,not reviewed,
G00602,8th-kyu,base,src/data/graduations/8th-kyu.json,history,history,"Sensei Kanryo Higaonna (1853 - 1915) - teacher of Sensei Chojun Miyagi, who went to China to practice Southern Chinese Martial Arts, founder of Naha-Te.",Compare with history sources and lineage-specific source material.,not reviewed,
G00603,8th-kyu,base,src/data/graduations/8th-kyu.json,history,history,"Ryu Ryu Ko - Chinese Martial Arts (Southern Shaolin Style) Master, teacher of Sensei Kanryo Higaonna.",Compare with history sources and lineage-specific source material.,not reviewed,
G00604,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,title,grading-title,DE WEG NAAR 8E KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00605,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,requirements.classes,grading-requirement,classes: 24,Compare with official grading regulations and syllabus.,not reviewed,
G00606,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,requirements.months,grading-requirement,months: 2,Compare with official grading regulations and syllabus.,not reviewed,
G00607,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Chudan ura zuki (Middelste niveau korte stoot),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00608,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Jodan age zuki (Bovenste haak),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00609,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Sanbon zuki (Drievoudige stoot),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00610,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Hiza geri (Knie trap),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00611,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Chudan hiki uke (Middelste niveau trekkend blok),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00612,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Tora guchi (Tijgermond blok),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00613,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Sanbon uke (Drievoudig blok),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00614,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Tachi Kata (Stances),grading-technique,Neko ashi dachi (Kattenhouding),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00615,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Unsoku Ho (Voetwerk),grading-technique,Heiko dachi draai 90 graden terug,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00616,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Unsoku Ho (Voetwerk),grading-technique,"Neko ashi dachi suri ashi (Voorwaarts, achterwaarts, zijwaarts)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00617,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Jodan oi zuki, chudan gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00618,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Mae geri, gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00619,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Mawashi geri, gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00620,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Jodan age uke, gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00621,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Chudan yoko uke, gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00622,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,"Gedan harai uke, gyaku zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00623,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,Shiko dachi gedan harai uke,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00624,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,One men sandan gi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00625,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Kata,grading-technique,Gekisai Dai Ichi (Detail),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00626,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Kata,grading-technique,Gekisai Dai Ni (Reeks),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00627,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Kumite,grading-technique,"Kihon ippon kumite (Jodan, chudan, gedan)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00628,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Kumite,grading-technique,Sonoba sandan gi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00629,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,"Makiwara - Hiza geri, jodan age zuki, chudan ura zuki",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00630,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Ukemi (Mae & ushiro),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00631,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,knowledge,terminology-knowledge,International Okinawan Goju-Ryu Karate-Do Federation (IOGKF),Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00632,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,knowledge,terminology-knowledge,Kenkon/tenchi,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00633,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,knowledge,terminology-knowledge,Mon,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00634,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,knowledge,terminology-knowledge,Tel tot 10 in het Japans,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00635,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,knowledge,terminology-knowledge,Shitsurei shimasu = Sorry / excuseer.,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00636,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,knowledge,terminology-knowledge,Moichido = Nog een keer.,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00637,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,knowledge,terminology-knowledge,Karate-ka,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00638,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,knowledge,terminology-knowledge,Kata = Stijlvorm (solovorm).,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00639,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,knowledge,terminology-knowledge,Kihon = Basistechnieken.,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00640,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,knowledge,terminology-knowledge,Kiai = Schreeuw waarbij kracht wordt geconcentreerd (harmonie levenskracht en geest).,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00641,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,knowledge,terminology-knowledge,Zuki / tsuki,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00642,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,knowledge,terminology-knowledge,Uchi = Naar binnen (binnenwaarts),Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00643,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,knowledge,terminology-knowledge,Geri / keri,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,Meaning is empty; verify whether this is intentional.
G00644,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,history,history,Sensei Chojun Miyagi (1888 - 1953) - oprichter van Goju-Ryu.,Compare with history sources and lineage-specific source material.,not reviewed,
G00645,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,history,history,"Sensei Kanryo Higaonna (1853 - 1915) - leraar van Sensei Chojun Miyagi, die naar China ging om Zuid-Chinese Martial Arts te beoefenen, oprichter van Naha-Te.",Compare with history sources and lineage-specific source material.,not reviewed,
G00646,8th-kyu,nl,src/data/graduations/8th-kyu.nl.json,history,history,"Ryu Ryu Ko - Chinese Martial Arts (Zuidelijke Shaolin Stijl) Meester, leraar van Sensei Kanryo Higaonna.",Compare with history sources and lineage-specific source material.,not reviewed,
G00647,9th-kyu,base,src/data/graduations/9th-kyu.json,title,grading-title,THE WAY TO 9TH KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00648,9th-kyu,base,src/data/graduations/9th-kyu.json,requirements.classes,grading-requirement,classes: 20,Compare with official grading regulations and syllabus.,not reviewed,
G00649,9th-kyu,base,src/data/graduations/9th-kyu.json,requirements.months,grading-requirement,months: 2,Compare with official grading regulations and syllabus.,not reviewed,
G00650,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,"Uraken uchi (Back fist strike; front, side & back)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00651,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,"Shuto uchi (Knife hand strike, upper level side)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00652,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Age hiji ate (Rising elbow strike),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00653,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Nami gaeshi (Foot sweep & stamp),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00654,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Kihon Waza (Basic Techniques),grading-technique,Shikodachi gedan harai uke (Lower sweeping block with straddle leg stance),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00655,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Tachi Kata (Stances),grading-technique,Shiko dachi (Straddle leg stance),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00656,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Tachi Kata (Stances),grading-technique,Han zenkutsu dachi (Half front stance),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00657,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Tachi Kata (Stances),grading-technique,"Hachiji dachi (Natural stance, toes slightly out)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00658,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Unsoku Ho (Foot Work),grading-technique,Han zenkutsu dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00659,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Unsoku Ho (Foot Work),grading-technique,Shiko dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00660,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Unsoku Ho (Foot Work),grading-technique,Heiko dachi suri ashi (Sideways),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00661,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Ido (Moving Basics),grading-technique,Oi zuki (Lunge punch),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00662,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Ido (Moving Basics),grading-technique,Gyaku zuki (Reverse punch),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00663,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Ido (Moving Basics),grading-technique,Jodan age uke (Upper rising block),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00664,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Ido (Moving Basics),grading-technique,Chudan yoko uke (Middle outside block),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00665,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Ido (Moving Basics),grading-technique,Gedan harai uke (Lower sweeping block),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00666,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Ido (Moving Basics),grading-technique,Mae geri (Front kick),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00667,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Ido (Moving Basics),grading-technique,Mawashi geri (Roundhouse kick),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00668,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Kata,grading-technique,Gekisai Dai Ichi (Sequence),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00669,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Kumite,grading-technique,"Basic blocks with partner (Jodan, chudan, gedan)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00670,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,"Makiwara - Uraken uchi, jodan yoko shuto uchi, chudan age hiji ate",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00671,9th-kyu,base,src/data/graduations/9th-kyu.json,techniques.Hojo Undo (Supplemental Training),grading-technique,Kakato otoshi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00672,9th-kyu,base,src/data/graduations/9th-kyu.json,knowledge,terminology-knowledge,Shugo = Line up,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00673,9th-kyu,base,src/data/graduations/9th-kyu.json,knowledge,terminology-knowledge,Hajime = Begin,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00674,9th-kyu,base,src/data/graduations/9th-kyu.json,knowledge,terminology-knowledge,Yame = Stop,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00675,9th-kyu,base,src/data/graduations/9th-kyu.json,knowledge,terminology-knowledge,Yoi = Ready,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00676,9th-kyu,base,src/data/graduations/9th-kyu.json,knowledge,terminology-knowledge,Kamae = Fighting pose,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00677,9th-kyu,base,src/data/graduations/9th-kyu.json,knowledge,terminology-knowledge,Semete = Attacker,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00678,9th-kyu,base,src/data/graduations/9th-kyu.json,knowledge,terminology-knowledge,Ukete = Defender,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00679,9th-kyu,base,src/data/graduations/9th-kyu.json,history,history,Hand to hand combat (karate) was developed when the government banned the carrying of weapons in Okinawa,Compare with history sources and lineage-specific source material.,not reviewed,
G00680,9th-kyu,base,src/data/graduations/9th-kyu.json,history,history,"Previously karate was taught secretly, and the sensei would carefully observe the person's character before he accepted him as a student",Compare with history sources and lineage-specific source material.,not reviewed,
G00681,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,title,grading-title,DE WEG NAAR 9E KYU,Compare with official grading syllabus title for this rank.,not reviewed,
G00682,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,requirements.classes,grading-requirement,classes: 20,Compare with official grading regulations and syllabus.,not reviewed,
G00683,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,requirements.months,grading-requirement,months: 2,Compare with official grading regulations and syllabus.,not reviewed,
G00684,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,"Uraken uchi (Achtervuist slag; voor, zij & achter)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00685,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,"Shuto uchi (Messenhand slag, bovenste niveau zij)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00686,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Age hiji ate (Opstekende elleboog slag),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00687,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Nami gaeshi (Voetveeg & stamp),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00688,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Kihon Waza (Basis Technieken),grading-technique,Shikodachi gedan harai uke (Onderste veegblok met spreidbeen houding),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00689,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Tachi Kata (Stances),grading-technique,Shiko dachi (Spreidbeen houding),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00690,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Tachi Kata (Stances),grading-technique,Han zenkutsu dachi (Halve voorwaartse houding),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00691,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Tachi Kata (Stances),grading-technique,"Hachiji dachi (Natuurlijke houding, tenen iets naar buiten)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00692,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Unsoku Ho (Voetwerk),grading-technique,Han zenkutsu dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00693,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Unsoku Ho (Voetwerk),grading-technique,Shiko dachi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00694,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Unsoku Ho (Voetwerk),grading-technique,Heiko dachi suri ashi (Zijwaarts),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00695,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,Oi zuki (Uithaal stoot),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00696,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,Gyaku zuki (Omgekeerde stoot),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00697,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,Jodan age uke (Bovenste opstekende blok),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00698,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,Chudan yoko uke (Middelste buitenste blok),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00699,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,Gedan harai uke (Onderste veegblok),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00700,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,Mae geri (Voorwaartse trap),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00701,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Ido (Bewegende Basis),grading-technique,Mawashi geri (Ronde trap),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00702,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Kata,grading-technique,Gekisai Dai Ichi (Reeks),Compare with official grading syllabus and terminology glossary.,not reviewed,
G00703,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Kumite,grading-technique,"Basis blokken met partner (Jodan, chudan, gedan)",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00704,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,"Makiwara - Uraken uchi, jodan yoko shuto uchi, chudan age hiji ate",Compare with official grading syllabus and terminology glossary.,not reviewed,
G00705,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,techniques.Hojo Undo (Aanvullende Training),grading-technique,Kakato otoshi,Compare with official grading syllabus and terminology glossary.,not reviewed,
G00706,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,knowledge,terminology-knowledge,Shugo = Opstellen,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
G00707,9th-kyu,nl,src/data/graduations/9th-kyu.nl.json,knowledge,terminology-knowledge,Hajime = Begin,Compare with terminology glossary and Japanese/Okinawan source notes.,not reviewed,
